seed,K,M,mv,isp,gap
1077,12,10000,0.9529,0.9635,0.010600000000000054
1078,12,10000,0.9537,0.9684,0.014700000000000046
1079,12,10000,0.9564,0.9684,0.01200000000000001
1080,12,10000,0.9546,0.9663,0.011700000000000044
1081,12,10000,0.9552,0.9659,0.010699999999999932
1082,12,10000,0.9561,0.967,0.01090000000000002
1083,12,10000,0.9558,0.9658,0.010000000000000009
1084,12,10000,0.9544,0.9655,0.011099999999999999
1085,12,10000,0.9565,0.9663,0.009800000000000031
1086,12,10000,0.9535,0.965,0.011499999999999955
1087,12,10000,0.955,0.9643,0.009300000000000086
1088,12,10000,0.9533,0.9667,0.013399999999999967
1000,16,10000,0.9586,0.9666,0.008000000000000007
1001,16,10000,0.9565,0.9661,0.009599999999999942
1002,16,10000,0.96,0.9703,0.010300000000000087
1003,16,10000,0.9575,0.9653,0.007800000000000029
1004,16,10000,0.9591,0.9695,0.010400000000000076
1005,16,10000,0.9582,0.9673,0.009099999999999997
1006,16,10000,0.9597,0.9693,0.009600000000000053
1007,16,10000,0.9617,0.9711,0.009399999999999964
1008,16,10000,0.9546,0.9674,0.012800000000000034
1009,16,10000,0.9551,0.9651,0.010000000000000009
1010,16,10000,0.9579,0.9699,0.01200000000000001
1011,16,10000,0.9622,0.972,0.00979999999999992
1012,16,10000,0.961,0.969,0.008000000000000007
1013,16,10000,0.9583,0.9699,0.011599999999999944
1014,16,10000,0.9585,0.9694,0.01090000000000002
1015,16,10000,0.9555,0.9652,0.009699999999999931
1016,16,10000,0.9544,0.9655,0.011099999999999999
1017,16,10000,0.9586,0.9669,0.008299999999999974
1018,16,10000,0.9581,0.9675,0.009400000000000075
1019,16,10000,0.958,0.9682,0.010199999999999987
1020,16,10000,0.9529,0.963,0.010099999999999998
1021,16,10000,0.959,0.9695,0.010500000000000065
1022,16,10000,0.9591,0.9659,0.006800000000000028
1023,16,10000,0.9567,0.9657,0.009000000000000008
1024,16,10000,0.9576,0.9663,0.008700000000000041
1025,16,10000,0.9563,0.9668,0.010499999999999954
1026,16,10000,0.956,0.9663,0.010300000000000087
1027,16,10000,0.9558,0.9668,0.01100000000000001
1028,16,10000,0.9596,0.9675,0.007900000000000018
1029,16,10000,0.9594,0.9693,0.00990000000000002
1030,16,10000,0.9589,0.9684,0.009500000000000064
1031,16,10000,0.9627,0.9671,0.0043999999999999595
1032,16,10000,0.9601,0.9694,0.009300000000000086
1033,16,10000,0.96,0.9686,0.008600000000000052
1034,16,10000,0.9564,0.9679,0.011499999999999955
1035,16,10000,0.9601,0.9681,0.008000000000000007
1036,16,10000,0.9585,0.9669,0.008399999999999963
1037,16,10000,0.9598,0.968,0.008199999999999985
1038,16,10000,0.9588,0.9672,0.008399999999999963
1039,16,10000,0.9547,0.9616,0.006900000000000017
1040,16,10000,0.9564,0.9651,0.00869999999999993
1041,16,10000,0.9584,0.9681,0.009699999999999931
1042,16,10000,0.9589,0.9721,0.01319999999999999
1043,16,10000,0.9599,0.9699,0.010000000000000009
1044,16,10000,0.9593,0.9674,0.008099999999999996
1045,16,10000,0.9594,0.9715,0.0121
1046,16,10000,0.9595,0.9687,0.009199999999999986
1047,16,10000,0.9576,0.9694,0.011800000000000033
1048,16,10000,0.9607,0.9721,0.011399999999999966
1049,16,10000,0.9571,0.9673,0.010200000000000098
1050,16,10000,0.959,0.969,0.010000000000000009
1051,16,10000,0.9602,0.9689,0.00869999999999993
1052,16,10000,0.9593,0.9682,0.008899999999999908
1053,16,10000,0.9613,0.9702,0.008899999999999908
1054,16,10000,0.9584,0.9655,0.007099999999999995
1055,16,10000,0.9589,0.9699,0.01100000000000001
1056,16,10000,0.9579,0.9701,0.012199999999999989
1057,16,10000,0.9605,0.9687,0.008199999999999985
1058,16,10000,0.9603,0.97,0.009699999999999931
1059,16,10000,0.9548,0.964,0.009199999999999986
1060,16,10000,0.9569,0.9648,0.007900000000000018
1061,16,10000,0.9555,0.9652,0.009699999999999931
1062,16,10000,0.9582,0.9672,0.008999999999999897
1063,16,10000,0.957,0.9644,0.007400000000000073
1064,16,10000,0.9593,0.9694,0.010099999999999998
1065,16,10000,0.9564,0.9638,0.007399999999999962
1066,16,10000,0.9586,0.9681,0.009499999999999953
1067,16,10000,0.9582,0.9672,0.008999999999999897
1068,16,10000,0.9608,0.9719,0.011099999999999999
1069,16,10000,0.9578,0.9671,0.009299999999999975
1070,16,10000,0.9609,0.9686,0.00770000000000004
1071,16,10000,0.9577,0.9667,0.009000000000000008
1072,16,10000,0.958,0.9669,0.008900000000000019
1073,16,10000,0.956,0.9656,0.009600000000000053
1074,16,10000,0.9579,0.9665,0.008600000000000052
1075,16,10000,0.958,0.9683,0.010300000000000087
1076,16,10000,0.9568,0.967,0.010199999999999987
1077,16,10000,0.9562,0.9677,0.011499999999999955
1078,16,10000,0.9595,0.9694,0.00990000000000002
1079,16,10000,0.9594,0.9695,0.010099999999999998
1080,16,10000,0.96,0.9685,0.008500000000000063
1081,16,10000,0.9595,0.9668,0.007299999999999973
1082,16,10000,0.9582,0.9682,0.009999999999999898
1083,16,10000,0.9565,0.9698,0.013299999999999979
1084,16,10000,0.955,0.9668,0.011800000000000033
1085,16,10000,0.9548,0.9648,0.010000000000000009
1086,16,10000,0.96,0.9692,0.009199999999999986
1087,16,10000,0.9592,0.9682,0.008999999999999897
1088,16,10000,0.9622,0.9694,0.007199999999999984
1000,24,10000,0.9609,0.9696,0.008700000000000041
1001,24,10000,0.9619,0.9719,0.010000000000000009
1002,24,10000,0.9653,0.9708,0.005499999999999949
1003,24,10000,0.9607,0.9688,0.008099999999999996
1004,24,10000,0.9609,0.9674,0.006500000000000061
1005,24,10000,0.9608,0.9688,0.008000000000000007
1006,24,10000,0.9611,0.9678,0.006700000000000039
1007,24,10000,0.9605,0.9705,0.010000000000000009
1008,24,10000,0.9593,0.9697,0.010399999999999965
1009,24,10000,0.963,0.97,0.007000000000000006
1010,24,10000,0.9621,0.9702,0.008099999999999996
1011,24,10000,0.9617,0.9681,0.006399999999999961
1012,24,10000,0.9609,0.9708,0.00990000000000002
1013,24,10000,0.9608,0.9672,0.006399999999999961
1014,24,10000,0.9614,0.9683,0.006900000000000017
1015,24,10000,0.9636,0.97,0.006399999999999961
1016,24,10000,0.9632,0.97,0.006800000000000028
1017,24,10000,0.9636,0.9727,0.009099999999999997
1018,24,10000,0.959,0.9693,0.010300000000000087
1019,24,10000,0.9621,0.9704,0.008300000000000085
1020,24,10000,0.9595,0.9683,0.00880000000000003
1021,24,10000,0.9629,0.9709,0.008000000000000007
1022,24,10000,0.9582,0.966,0.007799999999999918
1023,24,10000,0.96,0.9676,0.007600000000000051
1024,24,10000,0.9623,0.9689,0.006599999999999939
1025,24,10000,0.9625,0.9699,0.007399999999999962
1026,24,10000,0.9601,0.9698,0.009700000000000042
1027,24,10000,0.9621,0.9714,0.009300000000000086
1028,24,10000,0.9583,0.9684,0.010099999999999998
1029,24,10000,0.9657,0.9713,0.005600000000000049
1030,24,10000,0.9608,0.9688,0.008000000000000007
1031,24,10000,0.9614,0.9709,0.009499999999999953
1032,24,10000,0.9561,0.9661,0.010000000000000009
1033,24,10000,0.9598,0.9686,0.00880000000000003
1034,24,10000,0.96,0.9667,0.006700000000000039
1035,24,10000,0.9627,0.9714,0.008700000000000041
1036,24,10000,0.9599,0.969,0.009099999999999997
1037,24,10000,0.9605,0.9651,0.0045999999999999375
1038,24,10000,0.9625,0.971,0.008499999999999952
1039,24,10000,0.9634,0.9685,0.005099999999999993
1040,24,10000,0.9631,0.9716,0.008500000000000063
1041,24,10000,0.9582,0.9657,0.007499999999999951
1042,24,10000,0.9599,0.9695,0.009600000000000053
1043,24,10000,0.961,0.9713,0.010300000000000087
1044,24,10000,0.9621,0.9712,0.009099999999999997
1045,24,10000,0.9622,0.9689,0.006699999999999928
1046,24,10000,0.9627,0.9695,0.006800000000000028
1047,24,10000,0.9615,0.9715,0.010000000000000009
1048,24,10000,0.9603,0.9691,0.008799999999999919
1049,24,10000,0.9604,0.9651,0.0046999999999999265
1050,24,10000,0.9622,0.9702,0.007999999999999896
1051,24,10000,0.9621,0.9708,0.008700000000000041
1052,24,10000,0.9649,0.9695,0.0046000000000000485
1053,24,10000,0.9626,0.9685,0.005900000000000016
1054,24,10000,0.9584,0.9648,0.006399999999999961
1055,24,10000,0.9573,0.9682,0.01089999999999991
1056,24,10000,0.9599,0.968,0.008099999999999996
1057,24,10000,0.9616,0.9703,0.008700000000000041
1058,24,10000,0.9613,0.9725,0.011199999999999988
1059,24,10000,0.9607,0.9692,0.008499999999999952
1060,24,10000,0.9594,0.9696,0.010199999999999987
1061,24,10000,0.9622,0.9715,0.009299999999999975
1062,24,10000,0.9571,0.9658,0.008700000000000041
1063,24,10000,0.9655,0.9701,0.0045999999999999375
1064,24,10000,0.963,0.9672,0.0041999999999999815
1065,24,10000,0.9627,0.9692,0.00649999999999995
1066,24,10000,0.9587,0.9662,0.007499999999999951
1067,24,10000,0.9615,0.9702,0.00869999999999993
1068,24,10000,0.96,0.9664,0.006400000000000072
1069,24,10000,0.9631,0.9716,0.008500000000000063
1070,24,10000,0.9614,0.9686,0.007199999999999984
1071,24,10000,0.9608,0.9671,0.006299999999999972
1072,24,10000,0.9621,0.9718,0.009700000000000042
1073,24,10000,0.961,0.9686,0.007600000000000051
1074,24,10000,0.9576,0.9666,0.009000000000000008
1075,24,10000,0.9638,0.9709,0.007099999999999995
1076,24,10000,0.9656,0.9719,0.006299999999999972
1077,24,10000,0.9608,0.9659,0.005099999999999993
1078,24,10000,0.9602,0.9675,0.007299999999999973
1079,24,10000,0.964,0.9688,0.0048000000000000265
1080,24,10000,0.9633,0.9687,0.00539999999999996
1081,24,10000,0.9604,0.9705,0.010099999999999998
1082,24,10000,0.9633,0.9719,0.008599999999999941
1083,24,10000,0.9627,0.9691,0.006399999999999961
1084,24,10000,0.9612,0.9705,0.009299999999999975
1085,24,10000,0.962,0.9685,0.006500000000000061
1086,24,10000,0.9621,0.9685,0.006400000000000072
1087,24,10000,0.9562,0.9664,0.010199999999999987
1088,24,10000,0.963,0.9686,0.005600000000000049
1000,32,10000,0.9611,0.9685,0.007400000000000073
1001,32,10000,0.9614,0.969,0.00759999999999994
1002,32,10000,0.9621,0.971,0.008900000000000019
1003,32,10000,0.9628,0.9692,0.006399999999999961
1004,32,10000,0.9629,0.9719,0.009000000000000008
1005,32,10000,0.9649,0.9715,0.00660000000000005
1006,32,10000,0.9612,0.9696,0.008399999999999963
1007,32,10000,0.9619,0.9693,0.007400000000000073
1008,32,10000,0.96,0.9673,0.007300000000000084
1009,32,10000,0.9628,0.9692,0.006399999999999961
1010,32,10000,0.9584,0.9668,0.008399999999999963
1011,32,10000,0.9643,0.9709,0.006599999999999939
1012,32,10000,0.9638,0.9707,0.006900000000000017
1013,32,10000,0.9635,0.9697,0.006199999999999983
1014,32,10000,0.9625,0.9695,0.007000000000000006
1015,32,10000,0.965,0.972,0.007000000000000006
1016,32,10000,0.9593,0.967,0.007699999999999929
1017,32,10000,0.9625,0.9704,0.007900000000000018
1018,32,10000,0.9619,0.9692,0.007299999999999973
1019,32,10000,0.9624,0.9706,0.008199999999999985
1020,32,10000,0.9616,0.9677,0.006099999999999994
1021,32,10000,0.9603,0.9705,0.010199999999999987
1022,32,10000,0.9592,0.9697,0.010499999999999954
1023,32,10000,0.9632,0.9705,0.007300000000000084
1024,32,10000,0.9641,0.9705,0.006400000000000072
1025,32,10000,0.961,0.9692,0.008199999999999985
1026,32,10000,0.9614,0.9659,0.0044999999999999485
1027,32,10000,0.964,0.9737,0.009700000000000042
1028,32,10000,0.9632,0.9687,0.00550000000000006
1029,32,10000,0.9651,0.97,0.0049000000000000155
1030,32,10000,0.9608,0.9682,0.007399999999999962
1031,32,10000,0.9618,0.9685,0.006700000000000039
1032,32,10000,0.9599,0.9688,0.008900000000000019
1033,32,10000,0.9657,0.9711,0.00539999999999996
1034,32,10000,0.9592,0.9686,0.009399999999999964
1035,32,10000,0.9618,0.9678,0.006000000000000005
1036,32,10000,0.9618,0.9677,0.005900000000000016
1037,32,10000,0.9635,0.9687,0.005199999999999982
1038,32,10000,0.9612,0.9698,0.008599999999999941
1039,32,10000,0.9633,0.9702,0.006899999999999906
1040,32,10000,0.963,0.9715,0.008500000000000063
1041,32,10000,0.9616,0.9663,0.0047000000000000375
1042,32,10000,0.961,0.9676,0.00660000000000005
1043,32,10000,0.9646,0.9705,0.005900000000000016
1044,32,10000,0.9613,0.9696,0.008299999999999974
1045,32,10000,0.9615,0.9689,0.007399999999999962
1046,32,10000,0.9679,0.9734,0.00550000000000006
1047,32,10000,0.9634,0.9702,0.006799999999999917
1048,32,10000,0.964,0.9709,0.006900000000000017
1049,32,10000,0.9632,0.969,0.005800000000000027
1050,32,10000,0.9625,0.9704,0.007900000000000018
1051,32,10000,0.9647,0.972,0.007299999999999973
1052,32,10000,0.964,0.9713,0.007300000000000084
1053,32,10000,0.9624,0.9685,0.006099999999999994
1054,32,10000,0.9615,0.971,0.009499999999999953
1055,32,10000,0.9624,0.969,0.006599999999999939
1056,32,10000,0.9622,0.9692,0.006999999999999895
1057,32,10000,0.9644,0.9707,0.006299999999999972
1058,32,10000,0.9625,0.9672,0.0046999999999999265
1059,32,10000,0.9639,0.9732,0.009299999999999975
1060,32,10000,0.9675,0.9728,0.005299999999999971
1061,32,10000,0.9634,0.972,0.008599999999999941
1062,32,10000,0.9634,0.9696,0.006199999999999983
1063,32,10000,0.9631,0.9708,0.00770000000000004
1064,32,10000,0.9636,0.9719,0.008299999999999974
1065,32,10000,0.9622,0.9687,0.00649999999999995
1066,32,10000,0.963,0.9696,0.00660000000000005
1067,32,10000,0.9636,0.9703,0.006700000000000039
1068,32,10000,0.9612,0.9679,0.006699999999999928
1069,32,10000,0.963,0.968,0.0050000000000000044
1070,32,10000,0.9616,0.9695,0.007900000000000018
1071,32,10000,0.9649,0.9711,0.006199999999999983
1072,32,10000,0.9648,0.9721,0.007299999999999973
1073,32,10000,0.9642,0.9693,0.0051000000000001044
1074,32,10000,0.9631,0.9694,0.006300000000000083
1075,32,10000,0.9631,0.9665,0.0034000000000000696
1076,32,10000,0.9615,0.9672,0.005699999999999927
1077,32,10000,0.9622,0.9688,0.006599999999999939
1078,32,10000,0.967,0.9728,0.005800000000000027
1079,32,10000,0.9599,0.9675,0.007600000000000051
1080,32,10000,0.9637,0.9699,0.006199999999999983
1081,32,10000,0.9635,0.9702,0.006699999999999928
1082,32,10000,0.9648,0.9687,0.0039000000000000146
1083,32,10000,0.9604,0.9691,0.00869999999999993
1084,32,10000,0.9597,0.9645,0.0048000000000000265
1085,32,10000,0.9618,0.9699,0.008099999999999996
1086,32,10000,0.9588,0.965,0.006199999999999983
1087,32,10000,0.9595,0.9677,0.008199999999999985
1088,32,10000,0.9628,0.9694,0.00660000000000005
